Name,Drb,Fouled,Off,Disp,UnsTch,League
Devante Rodney,0.9,1.1,0.4,2.2,2.6,League_two
Archie Collins,0.6,0.8,-,0.8,1.5,League_two
Lawrence Vigouroux,-,0.3,-,-,-,League_two
Joel Randall,0.7,0.5,0.2,1.2,2,League_two
Josh Coulson,0.1,0.6,0.1,0.1,0.4,League_two
Farrend Rawson,0.1,1,-,0.1,0.2,League_two
Jay Spearing,0.2,0.8,-,0.6,0.6,League_two
Callum Cooke,0.7,0.5,0.1,0.9,1.8,League_two
Nathan Ralph,0.4,1,-,0.9,1.1,League_two
Carl Winchester,0.3,0.4,-,0.7,0.9,League_two
Calum MacDonald,0.5,0.9,-,1,1.1,League_two
Glenn Morris,0.1,0.2,-,-,-,League_two
George Francomb,0.2,0.5,0.1,0.4,0.7,League_two
Nathaniel Knight-Percival,-,0.9,-,0.1,0.3,League_two
Kevin Lokko,1.3,0.3,-,-,-,League_two
Sam Lavelle,0.1,0.9,-,0.1,0.4,League_two
Neal Eardley,0.1,0.5,-,0.2,0.7,League_two
Alfie McCalmont,0.4,0.7,0.1,1.3,0.8,League_two
Josh March,0.5,2.3,0.6,1.9,1.4,League_two
Declan John,0.8,0.3,-,0.5,1.5,League_two
Liam Feeney,0.6,0.6,0.1,2.1,1.8,League_two
Josh Doherty,0.2,1.4,-,0.4,1.2,League_two
Jack Sparkes,0.7,1.5,-,1,1.2,League_two
Jack Armer,-,0.7,-,0.3,1,League_two
Josh Kay,1.2,1.5,0.2,2.2,2,League_two
Bobby Thomas,0.1,1,-,0.2,0.2,League_two
Zak Jules,0.6,0.2,-,0.8,0.7,League_two
Kieran Lee,0.7,0.8,0.2,1,2.2,League_two
Daniel Kemp,0.5,1.5,0.2,1.7,2,League_two
James Wilson,0.5,0.9,0.3,1.2,2,League_two
Daniel Happe,0.2,0.8,-,0.2,0.3,League_two
Nick Anderton,0.4,0.9,-,0.6,0.6,League_two
Ryan Fallowfield,0.3,0.4,-,0.2,0.6,League_two
Liam Shephard,0.6,1.2,0.1,0.9,1.3,League_two
Nathan Ferguson,0.2,0.4,-,0.7,0.9,League_two
Tom Dallison-Lisbon,0.5,0.8,0.1,0.3,0.3,League_two
Joss Labadie,0.3,2.2,0.2,0.8,1.1,League_two
Calvin Miller,0.6,0.8,-,1.4,1.7,League_two
Gime Toure,1.3,1.4,0.2,1.7,1.6,League_two
Luke Hendrie,0.3,1.1,-,0.2,0.4,League_two
Jack Iredale,0.6,0.6,-,0.5,0.6,League_two
Robbie Gotts,1,1.3,0.2,2.3,2.6,League_two
Jordan Bowery,0.8,0.4,0.1,1.6,2.8,League_two
Alfie May,0.5,1.1,0.6,1,2.2,League_two
Alex Hartridge,0.2,0.5,-,0.2,0.4,League_two
Oscar Threlkeld,0.3,1.1,-,0.5,0.9,League_two
Odin Bailey,1.1,0.9,0.1,1.3,1.9,League_two
Darron Gibson,0.2,0.2,-,0.2,0.4,League_two
Jobi McAnuff,1,1.5,0.1,1.1,1.3,League_two
Levi Sutton,0.7,1.7,0.1,1.3,1.9,League_two
Jake Eastwood,-,0.9,-,-,-,League_two
Danny Rowe,0.6,0.2,0.1,0.7,1.2,League_two
Luke Hannant,0.4,1.9,-,1,1.5,League_two
Max Melbourne,0.8,1,0.1,0.7,1.6,League_two
Toumani Diagouraga,0.5,0.3,-,0.3,0.8,League_two
Tom King,-,-,-,-,0.1,League_two
Jack Muldoon,0.5,0.8,0.4,0.9,2.2,League_two
Ryan Haynes,0.6,0.8,0.1,0.8,0.9,League_two
Paul Lewis,0.2,1.5,0.1,0.6,1.5,League_two
Alfie Beestin,0.5,1,-,0.8,1.3,League_two
Harry Seaden,-,-,-,-,-,League_two
James Pardington,-,-,-,-,-,League_two
Adam Thompson,-,1.2,-,0.3,-,League_two
Ian Lawlor,-,0.2,-,-,0.1,League_two
Adam May,0.2,0.5,-,0.2,0.6,League_two
Jordan Clarke,0.5,0.8,-,0.4,0.7,League_two
Nicky Adams,0.7,1.3,0.1,0.6,0.6,League_two
Nathan Delfouneso,1,0.8,0.3,1.3,1.1,League_two
Manny Oyeleke,0.6,1.3,0.1,1.4,2.2,League_two
Jordan Moore-Taylor,0.2,0.8,-,0.6,0.6,League_two
William Hondermarck,0.7,1.3,-,1.7,1.3,League_two
Sido Jombati,0.2,0.4,-,0.2,0.6,League_two
Lewis Page,0.3,0.8,-,0.4,0.5,League_two
Lloyd Kerry,0.3,1,-,0.3,1.2,League_two
Ben Stevenson,0.3,0.3,-,0.4,0.6,League_two
Simon Power,1.1,1.1,0.1,1.5,2.7,League_two
Frank Nouble,0.5,1.2,0.7,1.6,2.4,League_two
Ben Richards-Everton,-,0.3,0.1,0.2,0.2,League_two
Mason O'Malley,0.1,0.7,-,0.3,0.9,League_two
Paul Coutts,0.4,1.1,-,0.6,0.7,League_two
Simeon Akinola,0.8,1,0.8,2,2.3,League_two
Ben Coker,0.3,0.7,0.1,0.4,0.8,League_two
Abo Eisa,1.2,1.3,0.1,1.8,2.4,League_two
Luke Prosser,-,0.5,-,-,0.2,League_two
Arthur Read,0.4,1.6,-,0.8,1,League_two
Jordan Maguire-Drew,0.6,0.6,-,1.1,0.9,League_two
Kelvin Mellor,0.8,1.3,-,0.5,1,League_two
Lewis Ward,-,-,-,-,-,League_two
Lloyd Isgrove,0.5,0.6,0.1,0.9,1.4,League_two
Hiram Boateng,0.8,0.6,-,1.3,1.1,League_two
Warren Burrell,0.2,1.1,-,0.3,0.7,League_two
Tyler Cordner,0.3,0.3,-,0.3,0.4,League_two
Chris Clements,0.5,1.1,-,0.5,0.4,League_two
Adam Crookes,0.3,0.7,-,0.1,0.3,League_two
Aaron Lewis,0.3,0.4,-,1.2,0.7,League_two
Dimitar Mitov,0.1,0.3,-,-,-,League_two
Randell Williams,0.8,1,0.2,1.3,2.4,League_two
John White,-,0.7,-,0.1,-,League_two
Patrick Brough,0.2,0.4,-,0.3,0.7,League_two
Reeco Hackett-Fairchild,1,0.5,0.1,1.6,2.4,League_two
Tony Craig,0.1,0.5,-,0.1,0.1,League_two
Corey O'Keeffe,0.9,1.1,-,0.5,0.8,League_two
Dean Gerken,-,0.2,-,-,0.1,League_two
Matthew Gilks,-,0.1,-,-,-,League_two
Harry Charsley,0.3,1.2,0.1,1.3,1.5,League_two
Jubril Okedina,0.1,0.5,-,0.1,0.5,League_two
Joe Riley,0.6,0.5,-,0.7,0.8,League_two
Jake Hessenthaler,0.2,0.5,-,0.5,1.2,League_two
Jökull Andrésson,-,0.1,-,-,-,League_two
George Taft,-,3,-,-,1,League_two
Richard O'Donnell,-,0.1,-,-,-,League_two
Ryan Delaney,0.1,1,-,0.2,0.6,League_two
Shamal George,-,0.3,-,-,-,League_two
James Gibbons,0.2,0.9,-,0.7,1,League_two
MJ Williams,0.1,1,-,0.5,0.7,League_two
Callum Burton,-,-,-,-,0.1,League_two
Kellan Gordon,1.1,2.1,0.1,0.7,0.9,League_two
Calvin Andrew,0.3,0.1,0.1,0.5,0.7,League_two
Marek Stech,-,-,-,-,-,League_two
Jake Lawlor,0.1,0.5,-,-,0.1,League_two
Mat Sadler,0.1,0.9,-,0.2,0.5,League_two
Kyle Letheren,-,0.3,-,-,-,League_two
Rod McDonald,0.1,0.5,-,-,0.4,League_two
Ross Marshall,-,0.2,0.1,-,0.1,League_two
Lee Novak,0.2,0.6,0.7,0.8,1.6,League_two
Cameron Norman,0.6,1.9,-,0.8,0.9,League_two
Magnus Norman,0.3,-,-,-,0.3,League_two
Joe Martin,-,0.6,-,0.1,0.4,League_two
Alister Crawford,0.4,0.6,-,0.4,1.2,League_two
Junior Brown,0.2,0.8,-,0.1,0.5,League_two
Jem Karacan,0.1,1.1,-,0.5,1,League_two
Lewis Spence,0.2,1.5,-,0.7,0.9,League_two
Priestley Farquharson,0.5,0.8,0.1,0.3,1.1,League_two
Elliot Osborne,0.3,0.9,-,1.3,1.6,League_two
James Jones,0.3,0.5,-,0.2,0.4,League_two
Tom James,-,0.8,-,0.5,0.8,League_two
Omar Sowunmi,0.3,0.5,-,0.2,0.4,League_two
Omari Patrick,1.4,0.5,0.2,2,2.3,League_two
Ryan Loft,0.3,0.7,0.4,1.1,3.1,League_two
Tyler Cordner,0.1,0.3,-,0.6,0.6,League_two
Dan Sweeney,0.3,0.8,-,0.6,0.7,League_two
Danny Newton,0.7,0.5,0.4,1,2.1,League_two
Frank Vincent,1,0.8,-,0.5,1.7,League_two
Wesley McDonald,1.6,0.7,-,1.9,2,League_two
George Taft,0.1,0.4,-,0.2,0.2,League_two
Nick Townsend,-,0.2,-,-,-,League_two
Scot Bennett,0.5,0.8,-,0.6,1,League_two
Oliver Banks,0.2,0.7,-,0.5,0.3,League_two
Lewis Thomas,-,0.2,-,-,-,League_two
Jamie Cumming,-,0.1,-,-,-,League_two
Alex Kenyon,0.1,0.7,-,0.1,0.3,League_two
Noah Chilvers,1,0.6,-,1.2,1.4,League_two
Luke Joyce,0.1,0.4,-,0.3,0.7,League_two
Owura Edwards,1.9,2.2,0.2,1.3,3.1,League_two
Otis Khan,0.8,0.5,-,1,1.7,League_two
Billy Clarke,0.6,0.6,0.1,1.2,1.2,League_two
Ed Francis,-,0.4,-,0.1,0.7,League_two
Bobby Grant,0.1,1.1,0.5,0.6,1.5,League_two
Lenell John-Lewis,0.1,0.8,0.1,0.9,2.8,League_two
Ryan Cooney,0.3,1.2,-,0.2,0.4,League_two
Kane Wilson,1,1.3,-,1.2,1.5,League_two
Charles Vernam,1.1,0.9,0.1,1.1,1.7,League_two
Sam Habergham,-,0.9,-,0.2,0.8,League_two
Robbie Willmott,0.6,0.1,0.2,0.5,1,League_two
Josh Falkingham,0.3,1.5,-,0.5,0.5,League_two
Jason Lowe,0.2,0.6,-,0.4,0.8,League_two
Craig Clay,0.2,1.3,-,1.1,1.3,League_two
Tom Beadling,0.2,0.6,-,0.7,0.6,League_two
Thomas Hamer,0.2,0.8,0.1,0.2,0.8,League_two
Kaiyne Woolery,0.9,1,0.3,1.5,1.8,League_two
Udoka Godwin-Malife,0.9,1.2,-,0.6,1.1,League_two
Josh Gordon,0.4,1.7,0.2,1.6,2.4,League_two
Harry Davis,-,0.4,0.1,-,0.4,League_two
Kieron Morris,0.6,0.9,0.1,1.7,1.7,League_two
Clayton Donaldson,0.3,1.5,0.6,0.9,1.9,League_two
Harry Lennon,-,0.2,-,0.2,0.3,League_two
Jacob Bedeau,0.1,0.4,-,0.1,0.5,League_two
Harry Darling,0.4,0.4,0.1,0.2,0.1,League_two
Elliott List,0.5,1.2,0.4,1.3,2.5,League_two
Connor Brown,0.2,1.8,0.1,0.9,1.1,League_two
Ashley Nathaniel-George,2,1.6,0.1,1.9,1.9,League_two
Lewis Hardcastle,0.5,0.9,0.1,0.9,0.9,League_two
George Blackwood,0.4,1,0.3,1.2,1.3,League_two
Lewis Alessandra,0.5,1,0.4,1.4,2.3,League_two
Tunji Akinola,0.2,0.6,-,0.1,0.7,League_two
Laurence Bilboe,-,0.7,-,-,-,League_two
Kgosi Ntlhe,0.4,0.8,-,0.4,0.7,League_two
Bradley Barry,0.1,1.6,0.1,0.4,0.7,League_two
Andy Cook,0.2,0.6,0.4,1.1,1.1,League_two
Kyle Bennett,0.3,1.1,0.2,1,1.8,League_two
Joe Murphy,-,0.1,-,-,-,League_two
James Belshaw,-,0.2,-,-,0.1,League_two
Mark Halstead,-,-,-,-,-,League_two
Miles Welch-Hayes,0.2,0.6,0.1,0.3,0.8,League_two
Jack Young,0.2,0.8,-,0.4,2,League_two
David Amoo,0.7,0.3,0.2,1,1.1,League_two
Danny Preston,0.4,0.9,-,0.2,0.9,League_two
Courtney Senior,1.4,1.2,0.1,1.1,1.6,League_two
Jamie Reid,0.6,1,0.4,2,2.7,League_two
Jevani Brown,0.5,0.7,0.4,1.5,2.4,League_two
Liam O'Neil,0.2,0.3,-,0.5,0.5,League_two
Liam Roberts,-,0.3,-,-,-,League_two
Tom Leak,-,0.2,-,-,0.3,League_two
Harry Clifton,0.3,1.1,-,0.5,1.1,League_two
Evan Khouri,-,1.3,0.2,0.5,1.3,League_two
Emmanuel Monthe,0.2,0.6,-,0.3,0.4,League_two
Scott Davies,-,-,-,-,-,League_two
Nick Tsaroulla,0.9,1.8,0.1,0.6,0.6,League_two
Raphael Diarra,0.3,1.2,-,0.2,0.4,League_two
Mitchell Clark,0.7,0.7,0.1,1.3,0.8,League_two
Rory Watson,-,0.3,-,-,0.1,League_two
Jason Demetriou,0.3,1.1,0.1,0.5,0.7,League_two
Jamie Devitt,0.2,0.6,0.1,0.9,0.5,League_two
Sam Ling,0.2,0.5,-,0.3,0.7,League_two
Andrew Tutte,0.4,0.6,-,0.2,0.3,League_two
Richard Towell,0.1,0.6,0.1,0.8,1.3,League_two
Andy Williams,0.3,0.9,0.2,0.6,1.7,League_two
Joel Dixon,-,0.2,-,-,-,League_two
Luke Burgess,0.6,0.6,0.1,0.5,0.7,League_two
Scott Brown,-,-,-,-,-,League_two
Emmanuel Osadebe,0.9,0.8,0.1,1.3,2,League_two
Jon Stead,0.2,0.8,0.3,0.5,1.4,League_two
Elvis Bwomono,0.3,0.6,0.1,0.4,1,League_two
George Thomason,0.2,1.2,-,0.9,1.5,League_two
Marcel Hilßner,0.6,1.1,-,1.3,1.6,League_two
James Clarke,-,1.6,-,0.1,0.1,League_two
Lee O'Connor,0.1,0.6,-,0.2,0.5,League_two
Hector Kyprianou,0.2,0.5,-,0.6,0.9,League_two
Archie Davies,0.4,0.7,-,0.4,0.5,League_two
Tyreik Wright,0.5,0.8,0.5,0.8,2.3,League_two
Ousseynou Cissé,0.2,0.5,-,0.6,0.6,League_two
David Fitzpatrick,0.2,0.2,-,0.1,0.2,League_two
Jason Law,0.7,0.8,0.1,1.4,1.5,League_two
Chris Taylor,0.1,0.6,-,0.5,0.8,League_two
Tom Pope,0.1,0.5,0.1,0.5,0.9,League_two
Joe Widdowson,0.2,0.5,-,0.3,0.5,League_two
Grant Horton,-,-,-,-,-,League_two
George Lloyd,0.2,0.7,0.4,0.8,1.1,League_two
Tyler French,0.6,0.7,-,0.1,0.9,League_two
Gareth Evans,0.4,0.5,0.1,0.7,1.3,League_two
Harrison McGahey,0.1,0.5,-,0.3,0.4,League_two
Brennan Dickenson,0.5,0.9,0.1,1.8,1.6,League_two
Joshua Griffiths,-,0.1,-,-,-,League_two
Lewis Freestone,0.2,0.4,-,0.4,0.2,League_two
Dean Furman,0.4,0.2,-,0.1,0.2,League_two
James Montgomery,-,-,-,-,-,League_two
Owen Windsor,0.4,1.1,0.5,1.4,2.9,League_two
Mark Howard,0.1,0.2,-,-,-,League_two
James Olayinka,1,1.2,-,1.2,1.8,League_two
Sam Matthews,0.3,0.5,0.1,1.1,1.1,League_two
Brandon Thomas-Asante,0.8,1.9,0.4,2,2.4,League_two
Danny Johnson,0.2,1.2,0.5,1.1,2.3,League_two
Elliott Whitehouse,0.2,1.2,-,0.4,0.5,League_two
Finn Cousin-Dawson,0.1,0.9,-,0.3,1,League_two
Liam Ridehalgh,0.1,0.4,-,0.1,0.5,League_two
Tyler Frost,0.6,0.4,-,0.9,1.3,League_two
James Tilley,0.4,0.7,0.1,1.3,1.6,League_two
Arthur Gnahoua,0.5,0.6,0.1,0.9,1.2,League_two
Harrison Biggins,0.3,1.8,-,0.8,1.6,League_two
Jack Smith,0.2,0.6,-,0.4,1.1,League_two
Finn Azaz,0.3,0.5,-,1.1,1.4,League_two
James McKeown,-,0.1,-,-,-,League_two
Jamie Proctor,0.5,0.3,0.4,1.4,2.2,League_two
Luke James,0.6,1.5,0.1,1.8,2.2,League_two
Kurtis Guthrie,0.2,2,0.2,1.1,2.3,League_two
Jake Hesketh,0.6,1.5,-,0.9,1.7,League_two
Scott Wagstaff,0.3,0.8,0.1,0.4,0.8,League_two
Romain Vincelot,0.1,1,-,0.2,0.5,League_two
Idris El Mizouni,0.5,0.3,-,0.6,0.7,League_two
Jordan Slew,0.4,0.8,0.1,0.6,2.1,League_two
Hayden White,0.5,0.8,-,0.6,1.1,League_two
George Williams,0.5,0.9,0.3,0.6,1.4,League_two
Harry Pritchard,0.1,0.8,0.3,0.8,0.8,League_two
Elliott Hewitt,0.2,0.6,0.1,0.2,0.7,League_two
Daniel Devine,0.3,0.9,-,0.5,1.5,League_two
Jack Aitchison,0.6,1.2,0.1,1.8,1.5,League_two
Lee Angol,0.9,0.8,0.1,1.7,3,League_two
Offrande Zanzala,0.4,1.1,0.6,1.2,2.3,League_two
Dylan Fage,1.1,0.8,0.1,0.9,2.4,League_two
Anthony Hartigan,0.5,0.4,-,0.6,0.6,League_two
Jake Young,0.8,0.3,0.3,1.2,1.5,League_two
Brice Ntambwe,0.2,0.5,0.1,0.8,0.6,League_two
Arthur Iontton,-,1,-,1,-,League_two
Aramide Oteh,0.5,0.5,0.3,1.2,2.7,League_two
Jordan Green,2,1.7,-,2.7,3,League_two
Tyrese Sinclair,0.2,1.6,0.3,0.6,1.5,League_two
Danny Rose,0.1,0.8,-,0.3,0.6,League_two
Nicky Maynard,0.5,0.6,0.2,0.8,0.9,League_two
James Morton,0.3,0.7,-,0.3,1.3,League_two
Luke Norris,0.4,1,0.2,0.6,1.6,League_two
Stephen Hendrie,0.1,0.4,-,0.1,0.5,League_two
Jason Taylor,0.1,0.8,-,0.3,0.5,League_two
Paul Farman,-,0.2,-,-,-,League_two
Kwame Poku,1.1,1,0.1,1.7,1.7,League_two
Dominic Bernard,0.1,1.2,-,0.6,0.4,League_two
Kevin van Veen,0.5,0.5,0.2,1.4,2.4,League_two
Elliott Bonds,0.2,2,-,0.6,1,League_two
Idris El Mizouni,0.5,0.7,-,0.8,2.8,League_two
Luke McGee,-,0.2,-,-,-,League_two
Terry Taylor,0.5,0.7,0.1,0.5,0.5,League_two
A-Jay Leitch-Smith,0.4,-,-,-,0.2,League_two
Reiss Greenidge,0.8,0.8,-,0.8,1,League_two
Bryce Hosannah,0.5,1.8,0.6,1.1,1.4,League_two
Jordan Barnett,0.2,0.5,-,0.4,0.6,League_two
Duncan Idehen,-,0.5,-,0.2,0.2,League_two
Ashley Nadesan,0.4,0.7,0.4,1,2.2,League_two
Kyle Taylor,0.4,1.2,-,0.5,1.1,League_two
Zak Mills,0.5,0.5,-,0.7,1,League_two
Jai Rowe,0.2,0.9,-,0.2,0.5,League_two
Jack Evans,-,1,-,-,1,League_two
Ryan Taylor,0.1,0.9,0.3,0.8,1.3,League_two
Sam Hornby,-,0.4,-,-,-,League_two
Josh Wright,0.1,0.8,-,0.5,1,League_two
Shilow Tracey,0.9,0.7,0.1,0.5,1,League_two
Alan McCormack,0.4,1.7,-,0.5,0.7,League_two
Freddie Price,0.4,0.3,-,0.6,1.4,League_two
Michael Folivi,0.4,0.6,0.3,0.9,1.6,League_two
Julien Lamy,1.1,1.2,-,0.7,2.9,League_two
Remeao Hutton,0.6,0.1,-,0.2,1,League_two
Callum Whelan,0.4,0.4,-,0.7,1.2,League_two
Mark Oxley,-,0.2,-,-,0.1,League_two
Ellis Chapman,0.3,0.2,-,0.1,0.7,League_two
Max Hunt,-,-,-,-,-,League_two
Filipe Morais,0.6,0.5,-,0.5,0.8,League_two
David Longe-King,-,0.5,-,0.1,0.4,League_two
John McAtee,0.3,0.5,0.2,0.7,1.3,League_two
Harry Kyprianou,-,1.2,-,1.2,1.2,League_two
Marcus Dinanga,0.3,1.5,0.3,0.5,2.8,League_two
Luke Spokes,0.5,0.4,0.1,0.6,0.8,League_two
George Hornshaw,-,0.5,-,0.1,0.9,League_two
Nigel Atangana,0.3,0.3,-,0.3,0.4,League_two
Padraig Amond,0.1,0.3,0.2,0.5,1,League_two
Ajibola Alese,-,-,-,-,0.5,League_two
Corey Blackett-Taylor,1.1,0.8,0.2,1.5,1.9,League_two
Lewis Collins,0.4,0.3,0.3,0.9,1.8,League_two
Jordan Maguire-Drew,0.3,0.3,0.2,0.8,0.7,League_two
Luke Gambin,0.9,0.2,-,1.5,0.6,League_two
Sam Hird,-,0.3,-,0.1,0.3,League_two
Oliver Crankshaw,0.6,0.8,0.2,0.9,1.7,League_two
Zachary Dearnley,0.3,0.4,0.4,0.7,1.2,League_two
Richard Taylor,0.2,0.5,-,0.5,0.8,League_two
Myles Hippolyte,0.5,0.5,0.1,0.4,1.5,League_two
Dannie Bulman,0.2,0.3,-,0.7,0.3,League_two
Caolan Lavery,0.3,0.7,0.3,1,1.7,League_two
Taylor Allen,0.4,0.6,-,0.6,1,League_two
Terrell Egbri,0.9,2.1,0.1,1.7,1.2,League_two
Tom Lapslie,0.1,0.5,-,0.2,0.4,League_two
Harry Brockbank,0.4,0.5,0.3,0.1,0.8,League_two
Ricky Holmes,0.4,1.5,0.1,0.9,1.3,League_two
Josh Davison,0.1,0.7,0.3,0.8,1.7,League_two
Andrea Badan,0.4,0.6,0.2,0.8,0.5,League_two
Tom Elliott,0.1,0.2,0.3,0.5,1.1,League_two
Tom White,0.1,2,-,0.6,0.1,League_two
Liam Gordon,0.9,1.3,0.3,0.4,0.4,League_two
Callum Cockerill-Mollett,0.1,0.5,-,0.5,0.2,League_two
Greg Halford,0.1,0.8,0.8,0.4,0.8,League_two
Stuart Sinclair,-,0.5,-,-,0.4,League_two
Brendan Kiernan,0.6,0.6,0.4,0.9,2.2,League_two
Joe Adams,0.5,1,-,1,1.2,League_two
Mark Ellis,-,0.3,-,0.2,0.2,League_two
Jake Caprice,0.4,0.4,-,0.4,0.6,League_two
Matt Stevens,0.2,0.2,-,0.3,0.3,League_two
Nicky Maynard,0.2,0.6,0.4,1.1,1.4,League_two
Stuart Nelson,-,-,-,-,-,League_two
Jon Maxted,-,0.1,-,-,-,League_two
Nicky Law,0.1,-,0.1,0.4,0.8,League_two
Frank Vincent,0.4,0.5,-,0.8,0.5,League_two
Nick Freeman,1.1,0.5,-,1.3,1.9,League_two
David Sesay,0.5,0.8,-,0.4,0.5,League_two
Will Dean,-,4.5,-,-,-,League_two
Alex Hurst,0.7,0.7,0.1,1.1,1.4,League_two
Alex Denny,-,0.3,-,0.4,0.2,League_two
Devarn Green,0.4,1.1,0.1,0.8,1.6,League_two
Kurtis Guthrie,0.3,1.3,-,0.9,1.8,League_two
Luke Gambin,0.7,0.5,0.3,1.2,1.1,League_two
Josh March,-,1.5,-,0.5,0.8,League_two
Danny Lloyd,0.3,0.5,0.4,1.3,1.4,League_two
Robbie Willmott,0.3,0.3,-,0.1,0.3,League_two
Jamie Devitt,0.1,0.4,0.1,1,0.1,League_two
Matt Green,0.1,0.6,0.2,0.4,1.1,League_two
Louis Dennis,0.3,0.6,-,0.8,1.1,League_two
Harvey Knibbs,0.2,0.7,0.1,0.3,0.3,League_two
Dion Donohue,0.5,0.8,-,0.8,0.8,League_two
Brad Lyons,0.1,0.6,0.1,0.1,0.3,League_two
Alex Bass,-,2,-,-,-,League_two
Alister Crawford,0.1,-,-,0.2,0.8,League_two
Jayden Richardson,0.6,0.4,0.2,0.7,1.4,League_two
Emile Acquah,0.2,1,0.2,1.3,2,League_two
Scott Burgess,0.4,0.5,-,0.9,0.9,League_two
Jake Taylor,0.7,0.8,-,1.2,1.6,League_two
George Boyd,0.4,0.3,0.1,0.6,0.4,League_two
Connor Kirby,0.1,0.6,-,0.3,1,League_two
Will Swan,0.8,0.2,0.2,0.4,1.4,League_two
Jake Taylor,0.3,1.6,-,0.7,1.1,League_two
Kevin Ellison,-,0.2,0.2,0.1,0.4,League_two
Dior Angus,0.1,1,0.4,1.2,1.6,League_two
Saikou Janneh,0.3,0.4,0.1,1,2.3,League_two
Tristan Abrahams,0.2,0.7,0.4,1.8,1.7,League_two
Liam McAlinden,0.2,0.2,0.1,0.7,1.2,League_two
Femi Akinwande,0.3,0.7,-,0.6,1.3,League_two
Jay Williams,-,1,-,1,1,League_two
Owen Windsor,1,-,-,-,-,League_two
Matt Rush,0.1,0.7,0.6,0.3,1,League_two
Taylor Charters,0.2,0.3,-,0.2,0.6,League_two
Jak Hickman,1,0.3,0.3,-,0.5,League_two
Teddy Howe,0.7,0.8,-,0.3,0.8,League_two
Dylan Mottley-Henry,0.2,0.4,0.2,0.5,2.5,League_two
Jamie Mascoll,0.1,0.7,-,0.1,0.4,League_two
Danny Walker-Rice,-,1,-,1,-,League_two
Jack Nolan,0.1,0.1,-,0.3,0.6,League_two
Scott Wilson,0.1,0.3,-,0.2,0.8,League_two
Oliver Banks,0.3,0.2,-,0.3,0.4,League_two
Alfie Bates,0.2,0.3,-,0.3,0.7,League_two
James Tilley,0.6,1.1,0.1,1,1.5,League_two
Nathan Ferguson,0.1,0.4,-,0.7,1,League_two
Keaton Ward,-,-,-,-,0.3,League_two
Aidan Stone,-,-,-,-,-,League_two
Shaun Miller,-,0.4,0.1,0.3,0.6,League_two
Yoan Zouma,0.5,2,-,0.3,0.8,League_two
Miquel Scarlett,0.3,1,-,0.7,1,League_two
Jake Scrimshaw,0.1,0.4,0.1,0.8,0.6,League_two
Dominic Telford,0.3,0.4,0.3,0.5,0.9,League_two
Inih Effiong,0.8,0.7,0.2,0.9,2.1,League_two
Jack Rose,0.1,0.2,-,-,0.1,League_two
Alex Fisher,-,0.2,0.2,0.4,0.7,League_two
Tom Sang,0.6,0.3,-,0.8,1,League_two
Jordan Hallam,-,0.5,-,0.2,0.9,League_two
David Nugent,0.1,0.3,0.4,0.7,1.2,League_two
Sid Nelson,-,0.2,-,0.2,0.3,League_two
Montel Gibson,0.4,0.4,0.7,0.7,1.9,League_two
Morgan Ferrier,0.4,1.3,0.4,1.2,1.1,League_two
Tom Pugh,-,-,-,-,-,League_two
Jake Scrimshaw,0.1,0.4,0.1,0.7,1.3,League_two
Nicky Ajose,-,0.3,-,-,-,League_two
Bruno Andrade,0.4,1,0.2,1.2,1.4,League_two
Theo Robinson,-,0.2,0.6,0.8,1.9,League_two
Jake Turner,0.1,0.1,-,0.1,-,League_two
Bright Amoateng,-,-,-,1,-,League_two
Joe Ledley,-,-,-,-,0.5,League_two
Paris Cowan-Hall,0.2,0.1,-,0.6,0.5,League_two
Danny Guthrie,0.1,0.4,-,0.3,0.6,League_two
Ruel Sotiriou,0.7,0.9,-,1,1.6,League_two
Danny Whitehead,0.1,0.3,0.1,0.3,1,League_two
Nya Kirby,0.3,0.2,-,0.8,1.3,League_two
Leon Davies,0.1,0.2,-,0.4,0.2,League_two
Mackenzie Chapman,-,1,-,-,-,League_two
Nile Ranger,-,-,-,1,1,League_two
Jack Roles,-,1.5,-,-,1,League_two
Jack Hindle,-,1.5,-,1,0.5,League_two
Stefan Payne,0.3,1.1,0.4,1.2,2.2,League_two
Mark Cullen,0.2,0.4,0.3,0.3,0.9,League_two
Jayden Reid,1,-,-,-,3,League_two
Josh Wright,-,0.3,-,0.1,-,League_two
Tom Walker,0.6,0.1,-,-,0.9,League_two
Zeli Ismail,0.7,-,0.7,0.3,1.7,League_two
Matt Stevens,0.1,0.4,0.3,0.3,1.3,League_two
Sam Ashford,0.1,0.8,-,0.5,1.5,League_two
Jaden Charles,-,-,-,0.5,0.5,League_two
Josh Dixon,-,0.5,-,-,-,League_two
Ben Seymour,-,0.5,0.2,0.4,0.6,League_two
Ira Jackson Jr,0.2,0.6,0.2,0.8,2.1,League_two
Reuben Reid,-,0.3,0.3,0.7,1.2,League_two
Aaron Jarvis,0.1,0.9,0.5,0.2,2.5,League_two
Jordan Thomas,1,1,-,-,1,League_two
Michael Klass,-,0.5,-,-,0.5,League_two
Davide Rodari,0.2,0.6,0.2,0.2,0.6,League_two
Serhat Tasdemir,0.1,0.4,0.1,0.3,1.5,League_two
Jayden Reid,0.3,0.3,-,0.5,1,League_two
Brandon Comley,0.2,1.1,-,0.8,0.2,League_two
Joshua Bohui,0.1,0.5,-,0.3,0.2,League_two
