Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Ovie Ejaria,1.2,0.7,-,0.5,Championship
Ben Cabango,0.5,-,0.2,0.3,Championship
Steven Benda,-,-,-,-,Championship
Lewis Wing,1.7,1.4,-,0.3,Championship
André Ayew,2.2,0.6,0.2,1.4,Championship
Nick Powell,1.8,0.5,0.3,1,Championship
Teemu Pukki,3.3,0.4,0.2,2.8,Championship
Dominic Solanke,2.7,0.6,0.4,1.7,Championship
Harry Souttar,0.7,-,0.1,0.6,Championship
Aden Flint,0.9,-,-,0.8,Championship
Dael Fry,0.3,-,0.1,0.2,Championship
Lucas João,2.2,0.5,0.1,1.6,Championship
Michael Olise,1.6,1.2,-,0.5,Championship
Matthew Clarke,0.9,-,0.2,0.7,Championship
Joe Jacobson,0.6,0.4,-,0.1,Championship
Ethan Pinnock,0.7,-,0.1,0.6,Championship
Adam Masina,0.4,0.2,-,0.2,Championship
Jake Cooper,0.8,-,0.1,0.6,Championship
Barry Douglas,0.5,0.3,-,0.2,Championship
Marc Roberts,0.5,-,0.1,0.3,Championship
Kristian Pedersen,0.6,0.1,-,0.5,Championship
Kiernan Dewsbury-Hall,1.2,0.9,-,0.3,Championship
Francisco Sierralta,0.7,-,0.2,0.5,Championship
Ryan Bennett,0.1,-,0.1,0.1,Championship
Curtis Nelson,0.5,-,0.1,0.4,Championship
James Garner,1.6,1,-,0.6,Championship
Grant Hall,0.7,-,0.2,0.5,Championship
Morgan Gibbs-White,1.6,0.4,0.2,1,Championship
Matt Grimes,1,0.9,-,0.1,Championship
Jed Wallace,1.8,1,-,0.8,Championship
Derrick Williams,0.7,0.1,0.1,0.5,Championship
Yoann Barbet,0.8,0.3,0.1,0.5,Championship
Harry Wilson,2,1.2,0.1,0.6,Championship
Filip Benkovic,1,1,-,-,Championship
Sergi Canós,2.1,1.1,-,1,Championship
Josh Koroma,3.1,0.9,0.2,2,Championship
Alan Browne,1.1,0.5,-,0.5,Championship
Tomas Kalas,0.3,0.1,0.1,0.2,Championship
Tyrese Campbell,2.2,0.9,-,1.3,Championship
Xavi Quintillá,0.8,0.6,-,0.2,Championship
Marcus Tavernier,1.8,0.8,0.1,0.9,Championship
Liam Lindsay,0.6,-,0.5,0.2,Championship
Scott Malone,1.1,0.3,-,0.8,Championship
Ben Godfrey,0.7,0.3,-,0.3,Championship
Patrick Bauer,0.8,0.1,0.2,0.5,Championship
Etienne Capoue,0.6,0.5,-,0.1,Championship
Troy Deeney,1.5,0.2,0.1,1.3,Championship
Dimitris Giannoulis,0.7,0.1,0.1,0.5,Championship
Patrick McNair,0.8,0.5,0.1,0.2,Championship
Alex Mowatt,1.8,1.4,-,0.3,Championship
Max Aarons,0.6,0.2,0.1,0.3,Championship
Yakou Meite,2.4,0.7,0.2,1.5,Championship
Michael Ihiekwe,1,0.1,0.1,0.8,Championship
João Pedro,1.8,0.3,0.1,1.4,Championship
Ryan Ledson,0.5,0.4,-,0.1,Championship
Ben Gibson,0.3,0.1,-,0.2,Championship
Bright Samuel,1.3,0.2,0.1,1,Championship
Joe Rankin-Costello,0.8,0.2,-,0.6,Championship
Elijah Adebayo,2.1,0.3,0.3,1.4,Championship
Jordan Storey,0.6,-,0.1,0.4,Championship
Michael Smith,1.9,0.3,0.4,1.2,Championship
Daryl Dike,1.6,0.3,0.3,1,Championship
Michael Morrison,0.5,0.1,0.1,0.3,Championship
Oliver Skipp,0.2,0.1,-,-,Championship
Aden Flint,0.3,-,-,0.3,Championship
Marc Guehi,0.4,0.1,-,0.2,Championship
Kenny McLean,1.1,0.5,-,0.6,Championship
Cyrus Christie,0.6,0.3,-,0.3,Championship
Steve Cook,0.4,0.1,-,0.4,Championship
Curtis Davies,0.6,-,-,0.6,Championship
Tom Cleverley,1.1,0.6,-,0.5,Championship
Joe Mattock,0.3,0.3,-,-,Championship
Darragh Lenihan,0.5,-,0.1,0.4,Championship
Ryan Leonard,1.2,0.8,0.1,0.3,Championship
Bryan Mbeumo,1.5,0.3,0.1,1,Championship
Matty James,0.8,0.4,0.1,0.3,Championship
Josh Laurent,0.7,0.4,0.1,0.2,Championship
Tom Lees,0.4,-,0.1,0.3,Championship
Omar Richards,0.5,0.3,-,0.3,Championship
Kal Naismith,0.5,0.4,-,0.1,Championship
Tom McIntyre,0.5,-,-,0.4,Championship
Harlee Dean,0.9,0.2,-,0.7,Championship
Sam McCallum,0.4,0.2,-,0.2,Championship
Callum Brittain,0.8,0.4,-,0.5,Championship
Barry Bannan,0.9,0.7,-,0.3,Championship
Tim Krul,-,-,-,-,Championship
Darnell Fisher,0.1,0.1,-,0.1,Championship
Iván Sánchez,1,0.5,-,0.5,Championship
Danny Batth,0.7,-,0.1,0.6,Championship
Josh Dasilva,1.2,0.8,-,0.4,Championship
Vitaly Janelt,0.4,0.2,-,0.2,Championship
Ryan Tafazolli,0.7,0.1,0.2,0.4,Championship
Perry Ng,0.8,0.6,-,0.3,Championship
Jarrad Branthwaite,0.1,-,-,0.1,Championship
Graeme Shinnie,0.9,0.5,-,0.3,Championship
Andy Yiadom,0.6,0.2,-,0.4,Championship
Winston Reid,0.2,-,-,0.2,Championship
Connor Roberts,0.6,0.3,-,0.4,Championship
Will Hughes,0.6,0.5,-,0.1,Championship
Sonny Bradley,0.6,0.1,0.2,0.4,Championship
Ryan Yates,1.5,0.6,0.3,0.7,Championship
Andrew Hughes,0.4,0.1,-,0.3,Championship
Morgan Fox,0.2,0.2,-,0.1,Championship
Joe Ralls,0.7,0.2,-,0.5,Championship
Philip Billing,0.9,0.3,0.1,0.6,Championship
Andreas Weimann,1.9,0.6,0.4,0.9,Championship
Daniel Barlaser,0.6,0.5,-,0.1,Championship
Christian Kabasele,0.4,-,0.1,0.4,Championship
Bradley Johnson,1.1,0.4,-,0.7,Championship
Jefferson Lerma,0.9,0.5,-,0.3,Championship
Ken Sema,0.6,0.1,-,0.4,Championship
Jeremy Ngakia,0.2,0.2,-,-,Championship
Nathaniel Chalobah,0.9,0.4,-,0.4,Championship
Henrik Dalsgaard,0.8,0.2,0.1,0.4,Championship
Ben Brereton,1.8,0.7,0.1,1,Championship
Harry Toffolo,0.8,0.3,0.1,0.4,Championship
Callum Styles,1,0.5,-,0.5,Championship
George Saville,1.5,0.3,0.3,0.9,Championship
Mathias Jensen,0.9,0.6,-,0.3,Championship
Ben Davies,0.3,0.1,-,0.2,Championship
Nathan Collins,0.3,-,-,0.2,Championship
Lewis Cook,0.8,0.7,-,0.1,Championship
Daniel Ayala,0.6,-,0.1,0.5,Championship
Rico Henry,0.3,0.1,-,0.1,Championship
Sam Clucas,0.8,0.4,0.1,0.4,Championship
Julian Börner,0.8,-,0.2,0.5,Championship
David Brooks,1.4,0.8,0.1,0.6,Championship
Neeskens Kebano,0.9,0.4,-,0.6,Championship
Lewis O'Brien,0.9,0.6,-,0.3,Championship
Yannick Bolasie,2,0.9,0.1,1,Championship
Junior Stanislas,2.1,1.2,0.1,0.8,Championship
Nathan Byrne,0.2,0.1,-,0.1,Championship
Will Vaulks,0.9,0.7,-,0.1,Championship
Joe Lumley,-,-,-,-,Championship
Sammy Ameobi,2,1.3,-,0.7,Championship
Chris Martin,1,0.2,0.2,0.6,Championship
Pontus Jansson,0.5,-,0.1,0.3,Championship
Christian Nørgaard,0.8,0.4,0.1,0.4,Championship
Lyndon Dykes,1.4,0.2,0.2,1,Championship
Dominic Hyam,0.4,-,0.1,0.3,Championship
Sam Gallagher,1.2,0.3,0.2,0.7,Championship
Charlie Austin,2.3,0.6,0.3,1.4,Championship
Cameron Carter-Vickers,0.2,-,0.1,0.1,Championship
Kiko Femenía,0.3,0.2,-,0.1,Championship
Joshua Earl,1.2,-,0.2,1,Championship
Jay Fulton,0.4,0.1,-,0.3,Championship
Naby Sarr,0.4,-,0.1,0.3,Championship
Stefan Johansen,1,0.6,-,0.3,Championship
Tommy Smith,0.5,0.3,-,0.2,Championship
Lloyd Kelly,0.3,-,-,0.3,Championship
Marc Bola,0.5,0.4,-,0.1,Championship
Jordi Osei-Tutu,0.4,0.1,-,0.3,Championship
Joe Bennett,0.3,-,0.1,0.2,Championship
Ilias Chair,1.9,0.7,0.1,1,Championship
Louis Britton,1,-,-,1,Championship
James Chester,0.6,-,0.1,0.5,Championship
Felipe Araruna,-,-,-,-,Championship
Sepp van den Berg,0.3,0.1,0.1,0.1,Championship
Geoff Cameron,0.4,0.2,-,0.2,Championship
Craig Cathcart,0.2,-,-,0.1,Championship
Anfernee Dijksteel,0.2,0.2,-,-,Championship
Jake Bidwell,0.7,-,0.2,0.4,Championship
Christopher Schindler,0.3,-,0.1,0.2,Championship
Asmir Begovic,-,-,-,-,Championship
Conor Hourihane,1,0.7,-,0.2,Championship
Carlton Morris,1.4,0.1,0.4,0.9,Championship
Joe Worrall,0.3,-,-,0.3,Championship
Matty Pearson,0.4,0.1,0.1,0.3,Championship
Glen Rea,0.9,0.3,0.1,0.4,Championship
Colin Kazim-Richards,1.4,0.3,0.3,0.7,Championship
Jamal Lowe,1.8,0.4,0.1,1.2,Championship
Gustavo Hamer,1.8,1.4,-,0.4,Championship
Scott Wharton,0.1,-,-,0.1,Championship
Benjamin Whiteman,0.8,0.6,-,0.3,Championship
Harvey Elliott,1,0.6,-,0.4,Championship
Steven Fletcher,1.8,0.4,0.4,1,Championship
Scott McKenna,0.3,-,-,0.3,Championship
Darnell Fisher,0.2,0.1,-,0.1,Championship
Leo Østigard,1,0.1,0.1,0.8,Championship
Lukas Rupp,1.1,0.8,-,0.3,Championship
Tobias Figueiredo,0.4,-,-,0.3,Championship
Cauley Woodrow,2.6,1,0.1,1.5,Championship
Diego Rico,0.2,0.2,-,-,Championship
Andy Rinomhota,0.4,0.2,-,0.2,Championship
Pipa,1.1,0.5,-,0.5,Championship
Jonny Howson,0.7,0.4,-,0.3,Championship
Dillon Phillips,-,-,-,-,Championship
Sam Hutchinson,0.1,-,0.1,-,Championship
Mads Bech Sørensen,0.1,-,-,0.1,Championship
Tom Lawrence,2.2,1.4,0.1,0.6,Championship
James McClean,0.6,0.2,-,0.4,Championship
Samba Sow,0.2,0.1,-,0.1,Championship
Ryan Manning,0.6,0.5,-,0.1,Championship
Chris Mepham,0.4,-,0.1,0.3,Championship
Gaëtan Bong,0.2,-,-,0.2,Championship
Alex Pearce,0.2,-,-,0.1,Championship
Carel Eiting,0.8,0.4,-,0.3,Championship
Filip Krovinovic,1.7,1,-,0.7,Championship
Murray Wallace,0.5,0.1,0.1,0.3,Championship
Jack Simpson,-,-,-,-,Championship
Greg Cunningham,0.4,0.1,-,0.3,Championship
Marlon Pack,0.4,0.2,0.1,0.1,Championship
Seny Timothy Dieng,-,-,-,-,Championship
Sam Morsy,0.9,0.6,-,0.3,Championship
Liam Kelly,0.6,0.5,0.1,-,Championship
Callum Paterson,1.1,0.2,0.2,0.7,Championship
Lee Wallace,0.4,0.2,-,0.2,Championship
Achraf Lazaar,0.8,0.6,-,0.2,Championship
Caolan Boyd-Munce,-,-,-,-,Championship
Tom Trybull,0.4,0.2,-,0.1,Championship
Cheyenne Dunkley,0.3,-,-,0.3,Championship
Liam Moore,0.5,0.2,-,0.3,Championship
Josh Knight,0.5,0.2,0.1,0.3,Championship
Ciaron Brown,0.3,-,0.3,-,Championship
Marcus Browne,1.2,0.4,0.4,0.4,Championship
William Troost-Ekong,0.2,-,0.1,0.1,Championship
Anthony Knockaert,1.5,0.8,-,0.6,Championship
Ched Evans,1.9,0.4,0.1,1.3,Championship
Callum O'Hare,1.3,0.3,0.2,0.8,Championship
George Friend,0.4,0.1,-,0.3,Championship
Kasey Palmer,0.7,0.6,-,0.1,Championship
Matt Smith,1.3,-,0.4,0.9,Championship
Alfa Semedo,0.8,0.3,-,0.4,Championship
Ryan Nyambe,0.1,0.1,-,0.1,Championship
Joe Rothwell,0.9,0.5,-,0.4,Championship
Kyle McFadzean,0.5,-,0.1,0.4,Championship
Mario Vrancic,1.8,1,0.1,0.7,Championship
Lukas Jutkiewicz,1.7,0.2,0.2,1.2,Championship
Clark Robertson,0.9,0.3,0.2,0.4,Championship
Maxime Colin,0.3,0.1,-,0.2,Championship
Kyle Naughton,0.2,0.2,-,-,Championship
Anthony Stewart,0.5,0.1,0.2,0.3,Championship
Paul Huntington,0.3,-,-,0.3,Championship
Mahlon Romeo,0.7,0.5,-,0.1,Championship
George Evans,0.5,0.2,0.1,0.2,Championship
Michael Sollbauer,0.2,-,0.1,0.1,Championship
Daniel Bachmann,-,-,-,-,Championship
David Raya Martin,-,-,-,-,Championship
Daniel Iversen,-,-,-,-,Championship
Tommy Rowe,0.4,-,-,0.4,Championship
Curtis Thompson,0.3,0.2,-,0.1,Championship
Matt Crooks,1.5,0.4,0.2,0.9,Championship
Massimo Luongo,0.4,0.3,-,0.2,Championship
Tom Lockyer,0.3,0.1,0.2,0.1,Championship
Jamie Paterson,1,0.5,0.1,0.5,Championship
Maxime Biamou,1.7,0.3,0.3,1.1,Championship
John Swift,1.3,1.1,-,0.2,Championship
David Wheeler,1,0.2,0.2,0.6,Championship
Dominic Iorfa,0.1,-,-,0.1,Championship
Dan McNamara,0.4,0.1,-,0.3,Championship
Jonathan Hogg,0.2,0.2,-,0.1,Championship
Gary Gardner,0.9,0.4,0.1,0.5,Championship
Lewis Holtby,1.1,0.5,-,0.6,Championship
Viktor Johansson,-,-,-,-,Championship
Fraizer Campbell,1.4,0.3,0.1,1,Championship
Yuri Ribeiro,0.1,-,-,-,Championship
Famara Diédhiou,0.9,0.3,-,0.6,Championship
Osman Kakay,0.5,0.1,0.1,0.3,Championship
Kieran Dowell,1.3,0.8,-,0.5,Championship
Amari'i Bell,0.5,0.3,-,0.3,Championship
Jordan Smith,-,-,-,-,Championship
Lee Buchanan,0.5,0.2,-,0.3,Championship
Ben Foster,-,-,-,-,Championship
David Stockdale,0.2,0.1,0.1,0.1,Championship
Jamal Blackman,-,-,-,-,Championship
Jérémie Bela,1.5,0.7,0.1,0.7,Championship
George Edmundson,0.5,-,0.2,0.3,Championship
Jacob Sørensen,0.5,0.1,-,0.4,Championship
Tariqe Fosu-Henry,0.6,0.2,-,0.3,Championship
Adam Reach,1.3,0.7,-,0.5,Championship
Chris Willock,0.9,0.4,-,0.5,Championship
Jake Clarke-Salter,0.2,-,0.1,0.1,Championship
Carl Jenkinson,-,-,-,-,Championship
Wayne Rooney,1.8,0.8,-,1,Championship
Wes Harding,0.2,0.1,-,0.1,Championship
Dan Gosling,0.7,0.2,-,0.5,Championship
Rhys Norrington-Davies,0.4,0.2,-,0.2,Championship
Thomas Holmes,0.5,0.1,0.2,0.3,Championship
Matthew Olosunde,0.2,0.1,-,0.2,Championship
Adam Smith,0.3,-,-,0.2,Championship
Callum O'Dowda,1,0.5,0.1,0.5,Championship
James Collins,1.6,0.2,0.4,1,Championship
Sheyi Ojo,0.9,0.3,0.1,0.5,Championship
Jamie Lindsay,1,0.4,0.1,0.5,Championship
Maikel Kieftenbeld,0.4,0.4,-,-,Championship
Jason McCarthy,0.4,0.2,-,0.2,Championship
John Obi Mikel,0.4,0.2,-,0.2,Championship
Uche Ikpeazu,2.1,0.6,0.3,1.2,Championship
Kadeem Harris,1,0.4,-,0.6,Championship
Zak Vyner,0.2,0.1,-,0.1,Championship
Richard Wood,0.4,-,0.2,0.2,Championship
Tom Sang,0.6,0.2,-,0.3,Championship
Sam Field,0.3,0.2,-,0.2,Championship
David Junior Hoilett,1.2,0.5,-,0.7,Championship
Robert Glatzel,1,0.3,0.1,0.6,Championship
Jack Grimmer,0.3,0.2,-,0.1,Championship
Admiral Muskwe,1.6,0.3,0.3,1,Championship
Isaac Mbenza,1,0.6,-,0.4,Championship
Joel Bagan,0.1,0.1,-,-,Championship
Liam Palmer,0.4,0.1,0.1,0.3,Championship
Dennis Adeniran,0.5,0.4,-,0.1,Championship
Joe Lolley,1.3,0.8,-,0.4,Championship
Mason Bennett,1.3,0.4,-,0.9,Championship
Bartosz Bialkowski,-,-,-,-,Championship
Ryan Giles,0.7,0.4,-,0.3,Championship
Josh Windass,1.9,0.5,0.1,1.3,Championship
Jordan Archer,-,-,-,-,Championship
Jordan Thompson,0.6,0.4,-,0.2,Championship
Domingos Quina,1.3,0.9,0.1,0.3,Championship
Jason Knight,0.8,0.5,-,0.2,Championship
Thomas Kaminski,-,-,-,-,Championship
Taylor Harwood-Bellis,0.4,0.1,0.1,0.2,Championship
Lewis Travis,0.2,0.2,-,-,Championship
Nathan Wood,0.3,-,0.3,-,Championship
Jordan Clark,0.9,0.3,0.1,0.5,Championship
Osaze Urhoghide,0.1,-,0.1,0.1,Championship
Brice Samba,-,-,-,-,Championship
Adrian Mariappa,-,-,-,-,Championship
James Garner,1.1,0.8,0.1,0.2,Championship
Ryan Woods,0.1,0.1,-,-,Championship
Dan Gosling,1.2,0.5,0.1,0.6,Championship
Moses Odubajo,0.3,0.2,-,0.1,Championship
Adebayo Akinfenwa,1.2,0.1,0.2,0.8,Championship
Tyler Walker,1.3,0.2,0.2,0.9,Championship
Luke Amos,1.2,0.2,-,1,Championship
Nicholas Ioannou,-,-,-,-,Championship
Ben Pearson,0.1,0.1,-,0.1,Championship
Jack Burroughs,-,-,-,-,Championship
Romoney Crichlow,-,-,-,-,Championship
Richard Keogh,0.2,-,-,0.2,Championship
Duane Holmes,0.7,0.3,0.1,0.4,Championship
Angus MacDonald,0.8,0.2,0.1,0.5,Championship
James Bree,0.5,0.3,-,0.2,Championship
Matty James,0.3,0.3,-,-,Championship
Duncan Watmore,0.9,0.1,0.1,0.7,Championship
Conor Chaplin,1.5,0.6,-,0.9,Championship
Shandon Baptiste,-,-,-,-,Championship
Freddie Woodman,-,-,-,-,Championship
Fankaty Dabo,0.3,0.2,-,0.1,Championship
Matt Godden,1.7,0.3,0.1,1.3,Championship
Rafael Cabral,-,-,-,-,Championship
Jack Colback,0.1,-,0.1,-,Championship
Juninho Bacuna,1.3,0.9,-,0.4,Championship
Simon Sluga,-,-,-,-,Championship
Marco Stiepermann,1.6,0.8,-,0.8,Championship
Dan Potts,0.3,-,0.1,0.2,Championship
Neil Etheridge,-,-,-,-,Championship
Rarmani Edmonds-Green,0.3,-,-,0.2,Championship
Scott Sinclair,1.1,0.3,0.1,0.7,Championship
Joe Allen,0.9,0.3,-,0.6,Championship
Josh Martin,1.2,0.3,0.1,0.8,Championship
Jay Dasilva,0.1,-,0.1,-,Championship
Todd Kane,0.7,0.3,-,0.4,Championship
Hakeeb Adelakun,-,-,-,-,Championship
Harry Cornick,0.8,0.2,0.1,0.4,Championship
Joost van Aken,0.5,0.1,-,0.4,Championship
Charlie Goode,0.4,-,0.1,0.3,Championship
Jordan Obita,0.7,0.4,-,0.2,Championship
Clarke Oduor,0.2,0.1,-,0.1,Championship
Martin Cranie,0.1,-,-,0.1,Championship
Max O'Leary,-,-,-,-,Championship
Toby Peter Sibbick,-,-,-,-,Championship
Luke Berry,0.8,0.2,0.1,0.5,Championship
Ben Pearson,0.4,0.3,-,0.1,Championship
Pelly-Ruddock Mpanzu,1,0.6,-,0.3,Championship
Jack Hunt,0.1,-,-,0.1,Championship
Marvin Johnson,0.8,0.5,-,0.3,Championship
Loïc Mbe Soh,0.4,-,-,0.4,Championship
Bruno Martins Indi,-,-,-,-,Championship
Jack Stacey,0.3,0.1,-,0.2,Championship
Kamil Jozwiak,1,0.3,-,0.6,Championship
Jacob Davenport,0.5,0.3,-,0.2,Championship
Antoine Semenyo,1,0.5,0.1,0.5,Championship
Daniel Bentley,-,-,-,-,Championship
Ryan Allsop,-,-,-,-,Championship
Romal Palmer,0.7,0.4,-,0.2,Championship
Philip Zinckernagel,1.1,0.7,0.1,0.4,Championship
Tom Barkhuizen,0.9,0.2,-,0.6,Championship
Adam Davies,-,-,-,-,Championship
Ádám Nagy,0.2,0.1,-,0.1,Championship
Tom Dele-Bashiru,1.5,1,-,0.5,Championship
Tyreeq Bakinson,0.6,0.4,-,0.3,Championship
Andre Wisdom,0.2,0.1,-,0.2,Championship
Josh Dacres-Cogley,0.2,0.2,-,-,Championship
Andrew Omobamidele,-,-,-,-,Championship
Emiliano Marcondes,1,0.3,0.1,0.6,Championship
Richard Stearman,-,-,-,-,Championship
Dominic Gape,0.1,0.1,-,-,Championship
Declan Rudd,-,-,-,-,Championship
Ryan Giles,0.3,0.1,-,0.2,Championship
Craig Forsyth,0.5,0.2,0.1,0.2,Championship
Joel Latibeaudiere,0.4,0.1,-,0.3,Championship
Garath McCleary,1,0.5,-,0.5,Championship
Alex Smithies,-,-,-,-,Championship
Daniel Johnson,0.6,0.2,-,0.4,Championship
Rhys Norrington-Davies,0.3,0.2,-,0.1,Championship
Chiedozie Ogbene,1.4,0.6,-,0.7,Championship
Shaun Williams,0.5,0.4,-,0.1,Championship
Daniel Barden,-,-,-,-,Championship
Lewis Grabban,1.8,0.3,0.3,1.3,Championship
Fred Onyedinma,1,0.3,0.1,0.6,Championship
Ben Sheaf,0.7,0.6,-,0.1,Championship
Nahki Wells,1.4,0.5,0.2,0.8,Championship
Keiren Westwood,-,-,-,-,Championship
Álex Vallejo,0.7,0.6,-,0.1,Championship
Joseph Rafferty,0.1,0.1,-,-,Championship
Chris Brunt,0.3,0.3,-,-,Championship
Jon Toral,0.7,0.4,-,0.3,Championship
Jacob Brown,1,0.2,0.1,0.6,Championship
Elliot Lee,0.8,0.3,-,0.4,Championship
Josef Bursik,-,-,-,-,Championship
Michael McGovern,-,-,-,-,Championship
Max Bird,0.5,0.3,-,0.2,Championship
Conor Masterson,0.3,-,0.3,-,Championship
Matt Penney,0.5,0.3,-,0.2,Championship
Jordan Rhodes,1,0.1,0.2,0.7,Championship
Ryan Schofield,-,-,-,-,Championship
Josh Murphy,0.7,0.3,-,0.3,Championship
Ben Wilmot,0.4,-,-,0.3,Championship
Mikel San José,0.6,0.1,0.1,0.4,Championship
Ben Wiles,0.7,0.4,-,0.3,Championship
Connor Mahoney,0.7,0.4,-,0.3,Championship
Cafú,0.5,0.4,-,0.2,Championship
Julien Da Costa,0.2,-,0.1,0.1,Championship
Leandro Bacuna,0.9,0.5,-,0.4,Championship
Billy Mitchell,0.6,0.3,0.1,0.2,Championship
Connor Malley,0.7,0.7,-,-,Championship
Luke Daniels,-,-,-,-,Championship
Korey Smith,0.3,0.1,-,0.2,Championship
Mads Rasmussen,0.1,0.1,-,0.1,Championship
David Marshall,-,-,-,-,Championship
George Moncur,1.2,0.6,-,0.7,Championship
Jordan Cousins,0.3,0.1,-,0.2,Championship
Tomás Esteves,0.5,0.2,-,0.2,Championship
Tom Carroll,0.5,0.3,-,0.2,Championship
Tyrhys Dolan,0.6,0.2,0.1,0.4,Championship
Jordan Shipley,0.6,0.3,-,0.3,Championship
Christoph Zimmermann,0.2,-,-,0.1,Championship
Ben Hamer,-,-,-,-,Championship
Chuba Akpom,1.1,0.1,0.2,0.8,Championship
Ryan Shawcross,-,-,-,-,Championship
Martyn Waghorn,1.6,0.8,0.2,0.7,Championship
Dominic Ball,0.6,0.3,-,0.3,Championship
Viktor Gyökeres,0.9,0.4,-,0.6,Championship
Teden Mengi,0.3,0.1,-,0.2,Championship
Lee Gregory,1.1,0.1,0.4,0.6,Championship
Maikel Kieftenbeld,0.3,0.2,-,0.1,Championship
Jayden Stockley,0.9,0.1,0.1,0.8,Championship
Alex Mighten,0.9,0.3,0.1,0.5,Championship
Aapo Halme,0.2,0.1,-,0.1,Championship
George Puscas,1,0.2,0.1,0.7,Championship
Albert Adomah,0.4,0.1,0.1,0.2,Championship
Ivan Sunjic,0.9,0.6,-,0.3,Championship
Nuno da Costa,0.5,-,-,0.5,Championship
Jack Walton,-,-,-,-,Championship
Djed Spence,0.3,-,-,0.3,Championship
Bradley Collins,-,-,-,-,Championship
Shaun MacDonald,0.2,0.2,-,0.1,Championship
Joey Pelupessy,0.5,0.3,-,0.1,Championship
Carlos Sánchez,0.2,0.2,-,-,Championship
Riley McGree,0.7,0.3,-,0.5,Championship
Sone Aluko,0.6,0.3,-,0.3,Championship
Przemyslaw Placheta,1.3,0.5,-,0.8,Championship
Alen Halilovic,0.9,0.8,0.1,0.1,Championship
Tyler Blackett,0.3,0.1,-,0.2,Championship
John Buckley,0.4,0.3,-,0.1,Championship
Brad Potts,1.5,0.8,-,0.7,Championship
Luke Freeman,0.8,0.4,-,0.4,Championship
Freddie Ladapo,1.5,0.4,0.1,1,Championship
Henri Lansbury,0.3,0.3,-,-,Championship
Ben Thompson,0.7,0.3,0.1,0.3,Championship
Nathaniel Mendez-Laing,0.6,0.2,-,0.3,Championship
Ryley Towler,-,-,-,-,Championship
Yaya Sanogo,1.1,0.1,0.2,0.8,Championship
Paul Gallagher,0.5,0.4,-,0.2,Championship
Anis Mehmeti,1.1,0.5,-,0.7,Championship
Sam Surridge,0.8,0.1,0.2,0.6,Championship
Taylor Moore,0.3,-,-,0.3,Championship
Kelle Roos,-,-,-,-,Championship
Ryan Tunnicliffe,0.6,0.2,-,0.4,Championship
Ben Jackson,-,-,-,-,Championship
Greg Cunningham,-,-,-,-,Championship
Jack Clarke,0.6,0.3,-,0.3,Championship
Kenneth Zohore,1.3,0.2,0.1,1,Championship
Saman Ghoddos,0.8,0.4,-,0.4,Championship
Mark Harris,0.5,0.2,0.1,0.2,Championship
Trevor Clarke,0.3,0.1,0.1,0.1,Championship
Tom Bradshaw,1,-,0.2,0.8,Championship
Sean Maguire,0.9,0.2,0.1,0.6,Championship
Josh Harrop,0.2,0.2,-,-,Championship
Glenn Murray,1.1,0.1,0.3,0.8,Championship
Niko Hämäläinen,0.5,0.3,-,0.1,Championship
Josh Coburn,0.5,-,-,0.5,Championship
Kilian Ludewig,0.5,0.3,-,0.3,Championship
Aaron Rowe,0.7,0.3,-,0.4,Championship
Steve Seddon,0.6,0.4,-,0.1,Championship
Angus Gunn,-,-,-,-,Championship
Anthony Gordon,1,0.5,-,0.5,Championship
Joe Morrell,0.3,0.3,-,-,Championship
Stewart Downing,0.3,0.2,-,0.1,Championship
Marcel Ritzmaier,-,-,-,-,Championship
Zach Jeacock,-,-,-,-,Championship
Michael Rose,0.3,-,-,0.3,Championship
Jack Wilshere,0.1,0.1,-,0.1,Championship
George Evans,0.2,-,0.2,-,Championship
Steven Sessegnon,0.2,0.1,-,0.1,Championship
Jordan Williams,0.3,0.2,-,0.1,Championship
Cameron Dawson,-,-,-,-,Championship
Elias Kachunga,0.5,0.1,0.1,0.2,Championship
Isaac Success,0.5,0.2,-,0.3,Championship
Yan Dhanda,1,0.8,-,0.2,Championship
Ben Wilson,-,-,-,-,Championship
Isaiah Brown,0.3,0.1,-,0.2,Championship
Patrick Roberts,0.7,0.3,-,0.4,Championship
Han-Noah Massengo,0.3,0.2,-,0.1,Championship
Corry Evans,0.5,0.3,-,0.2,Championship
James Shea,-,-,-,-,Championship
Liam Shaw,0.5,0.1,-,0.4,Championship
Yan Valery,-,-,-,-,Championship
Elliot Simoes,0.6,0.3,-,0.4,Championship
Herbie Kane,0.5,0.5,-,-,Championship
Josh Eccles,0.3,0.3,-,-,Championship
Kazenga LuaLua,0.3,0.2,-,-,Championship
Alex Pattison,0.2,0.2,-,-,Championship
Daryl Horgan,1,0.6,0.1,0.4,Championship
Liam Walsh,0.3,0.3,-,-,Championship
Rolando Aarons,0.4,-,-,0.4,Championship
Kasey Palmer,0.8,0.4,0.1,0.3,Championship
Lee Gregory,0.5,-,0.5,-,Championship
Marko Marosi,-,-,-,-,Championship
Shane Long,0.6,-,0.3,0.3,Championship
Alex Scott,0.7,0.7,-,-,Championship
Jaidon Anthony,0.4,-,-,0.4,Championship
Josh Tymon,0.4,0.1,-,0.3,Championship
Josh Pask,0.1,0.1,-,0.1,Championship
Mike te Wierik,0.3,-,0.3,-,Championship
