Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Jaquité,1.4,0.9,1.1,0.1,0.8,0.9,0.3,-
Andraz Sporar,0.1,-,0.6,-,0.3,0.1,-,-
Rui Costa,0.2,-,0.7,-,0.3,0.3,0.1,-
Leonardo Campana,-,0.2,0.9,-,0.3,0.4,0.1,-
Ryotaro Meshino,0.4,-,0.3,-,0.1,0.3,-,-
Gustavo Assunção,1,0.9,1.8,-,1.5,1.2,-,-
João Lucas,1.1,1.5,0.6,0.3,1,0.6,0.3,-
Abdullahi Ibrahim Alhassan,1.1,1.3,1.4,-,1,1.2,0.3,-
Abdul Mumin,0.7,0.7,1.1,0.5,3.8,0.4,0.4,-
Júlio César,0.9,1.3,1.4,0.4,4.8,0.4,0.6,-
Filipe Melo,0.6,0.8,0.8,-,1.2,0.3,0.7,-
Lucas,0.2,1.6,0.6,-,2.6,-,0.6,-
Bura,1.3,0.8,0.7,-,2,0.4,0.6,-
Madi Queta,0.6,0.6,0.8,-,0.1,0.5,-,-
Ali Alipour,0.3,0.3,0.6,-,0.6,0.1,-,-
Arcanjo,0.4,0.4,0.9,-,0.1,0.1,-,-
Nathan,1,0.4,0.3,-,0.6,0.6,-,-
Patrick,0.7,0.3,1.2,-,0.1,0.2,-,-
Bruno Tabata,0.6,0.4,0.9,-,0.1,0.5,-,-
Guedes,0.2,0.1,0.6,-,0.6,0.2,0.1,-
Diogo Calila,1.3,0.4,1.1,0.2,0.7,0.6,0.1,1
Sebastián Pérez,0.9,0.6,0.8,0.1,0.1,0.4,0.2,-
Júlio César,0.9,0.1,0.7,-,0.1,0.4,0.1,-
Alex Pinto,1.5,1.5,1.6,0.3,1.4,1.1,0.1,-
Matheus Silva,0.9,0.8,1,0.4,0.5,0.3,0.2,-
Franco Cervi,1,0.6,0.6,-,0.1,0.7,0.1,-
Henrique Trevisan,0.5,0.8,0.5,-,1.5,-,0.3,-
Costinha,0.7,0.3,0.8,-,0.2,0.6,-,-
Andrijia Lukovic,0.9,0.6,0.9,-,0.6,0.5,0.3,-
Lucas Kal,0.8,1,0.4,0.1,3.1,0.3,0.5,1
Miguel Reisinho,1.3,0.8,1.3,-,0.3,1.2,-,-
Heriberto Tavares,0.4,0.2,0.7,-,0.1,0.4,-,-
Edwin Herrera,1.2,0.8,1.7,0.2,1.6,0.7,0.2,-
Chico Ramos,1.1,0.5,0.8,-,0.8,0.6,0.3,-
Vincent Koziello,0.6,0.6,1.1,-,0.4,0.8,-,-
Pedrinho,0.2,0.2,0.6,-,0.2,0.2,-,-
André Horta,0.8,0.2,0.4,-,-,0.4,-,-
Diogo Queirós,0.3,1,0.8,0.3,2.3,0.2,0.3,1
Vitor Carvalho,0.8,0.9,1.7,-,0.8,0.7,0.1,1
Ruben Lameiras,0.7,0.5,0.7,-,0.3,0.4,0.1,-
Kanya Fujimoto,0.4,0.3,0.7,-,0.1,0.2,0.1,-
Hélder Sá,1.5,1,-,0.5,1,-,0.5,-
João Pereira,0.7,0.5,0.5,-,0.3,0.7,-,-
Bruno Ramires,0.7,0.7,0.8,-,1.1,0.6,0.1,-
Ferro,0.3,1.5,1,0.3,1.5,0.3,-,-
João Pedro,0.2,0.1,0.3,-,0.2,0.2,-,-
Francisco Conceição,0.4,0.1,0.3,-,-,0.3,-,-
Pierre Sagna,0.5,1,0.3,0.1,1.7,0.4,0.2,-
André Pereira,0.9,0.4,1.4,-,0.1,0.1,0.1,-
Chiquinho,0.2,0.4,0.5,-,-,0.5,0.1,-
Henrique,0.8,0.6,0.7,-,0.3,0.3,-,-
Franck-Yves Bambock,0.7,0.8,1.1,-,0.7,0.4,0.2,-
Denis Poha,0.5,0.6,0.6,-,0.3,0.2,0.2,-
Tiago Almeida,1.9,0.5,0.5,0.2,1.4,0.7,-,-
Dor Jan,0.1,0.3,0.4,-,-,0.2,-,-
Ruben Del Campo,0.2,-,2.2,-,0.4,0.2,-,-
Bozhidar Kraev,0.4,0.3,0.6,-,0.2,0.5,-,-
Gergely Bobal,1,-,0.5,-,0.5,-,-,-
João Victor,0.4,0.3,0.5,-,0.1,0.5,0.1,-
